external_key,legacy_ids,content_type,canonical_title,languages,category_links,title,page_count,duration_minutes,age_range,author,dubbing,illustrator,resolution_status,target_folder
legacy-content-story-presente-de-dia-dos-pais,393,STORY,Presente de Dia dos Pais,pt,pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌,Presente de Dia dos Pais,26,10,4,Zeynep Çokran,Horieber Oliveira - L. Gouveia,Şevval Şahin,MATCHED,STORY-story-presente-de-dia-dos-pais-presente-de-dia-dos-pais
legacy-content-story-palavras-cruzadas,394,STORY,Palavras Cruzadas,pt,pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Resolvendo Problemas 🎯,Palavras Cruzadas,20,6,4,Zeynep Çokran,Lynah Gouveia,Cansu Küçükal,MATCHED,STORY-story-palavras-cruzadas-palavras-cruzadas
legacy-content-story-kutup-ay-s-pol-ve-naya,395,STORY,Kutup Ayısı Pol ve Naya,tr,tr:Ebeveynlerin Favorileri ❤️|tr:Paylaşma ve İş Birliği 🤝|tr:Rekabeti Öğrenme 🥇🏆|tr:Sesli Kitaplar 🎧|tr:Yepyeni Hikayeler ⭐,Kutup Ayısı Pol ve Naya,18,6,4,Nida Nur Küçük,Eren Coşan,Sümeyya Akyol,MATCHED,STORY-story-kutup-ay-s-pol-ve-naya-kutup-ay-s-pol-ve-naya
legacy-content-story-a-dificil-escolha-de-beto,396,STORY,A Difícil Escolha de Beto,pt,pt:Atividades e Diversão 🥳|pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Família e Amizade 🤗|pt:Senso de Competição🥇🏆,A Difícil Escolha de Beto,16,5,4,Biblioteca TellPal,Mickael Pecktor,Şevval Şahin,MATCHED,STORY-story-a-dificil-escolha-de-beto-a-dificil-escolha-de-beto
legacy-content-story-quico-e-bingo,397,STORY,Quico e Bingo,pt,pt:Audiolivros 🎧|pt:Consciência Emocional ✨|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Empatia e Tolerância 💞|pt:Família e Amizade 🤗,Quico e Bingo,10,3,3,Biblioteca TellPal,Jimmy Kling,Cansu Küçükal,MATCHED,STORY-story-quico-e-bingo-quico-e-bingo
legacy-content-story-a-loja-tudo-em-uma,398,STORY,A Loja Tudo em Uma,pt|tr,pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Família e Amizade 🤗|tr:Hayal Gücü ve Yaratıcılık 💫,A Loja Tudo em Uma,13,5,4,Emine Metin,Horieber Oliveira - L. Gouveia,Şevval Şahin,MATCHED,STORY-story-a-loja-tudo-em-uma-a-loja-tudo-em-uma
legacy-content-story-o-planeta-perdido,399,STORY,O Planeta Perdido,pt,pt:Ciência e Tecnologia 🌱:•.🧪|pt:Confiança e Coragem 💪|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Histórias em Série 🎬,O Planeta Perdido,14,7,4,Biblioteca TellPal,Eduardo Rocha,Türkü Deniz Malkoç,MATCHED,STORY-story-o-planeta-perdido-o-planeta-perdido
legacy-content-story-o-planeta-perdido-2,400,STORY,O Planeta Perdido 2,pt,pt:Audiolivros 🎧|pt:Ciência e Tecnologia 🌱:•.🧪|pt:Confiança e Coragem 💪|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Histórias em Série 🎬,O Planeta Perdido 2,21,7,4,Biblioteca TellPal,Eduardo Rocha,Türkü Deniz Malkoç,MATCHED,STORY-story-o-planeta-perdido-2-o-planeta-perdido-2
legacy-content-story-polar-bear-pol-and-naya,401,STORY,Polar Bear Pol and Naya,en|pt|tr,en:Audio Books 🎧|en:Editors' Pick 🙌|en:Mothers' Favorites ❤️|en:Sense of Competition 🥇🏆|en:Sharing and Cooperation 🤝|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Polar Bear Pol and Naya,18,7,4,Nida Nur Küçük,Jenica & Briar Domanico,Sümeyya Akyol,MATCHED,STORY-story-polar-bear-pol-and-naya-polar-bear-pol-and-naya
legacy-content-story-ece-nin-fasulye-deneyi,402,STORY,Ece'nin Fasulye Deneyi,tr,tr:Aile ve Arkadaşlık 🤗|tr:Bilim 🌱:•.🧪|tr:Ebeveynlerin Favorileri ❤️|tr:Etkinlik ve Eğlence 🥳|tr:Paylaşma ve İş Birliği 🤝|tr:Yepyeni Hikayeler ⭐,Ece'nin Fasulye Deneyi,20,8,5,Elif Boyraz,Ebru Tinçer,Elif Boyraz,MATCHED,STORY-story-ece-nin-fasulye-deneyi-ece-nin-fasulye-deneyi
legacy-content-story-ellie-s-bean-experiment,403,STORY,Ellie’s Bean Experiment,en|pt|tr,en:Brand New Stories⭐|en:Editors' Pick 🙌|en:Family and Friendship 🤗|en:Science  🌱:•.🧪|en:Sharing and Cooperation 🤝|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Ellie’s Bean Experiment,20,8,5,Elif Boyraz,Jenica Domanico,Elif Boyraz,MATCHED,STORY-story-ellie-s-bean-experiment-ellie-s-bean-experiment
legacy-content-story-o-urso-polar-paulo-e-naiara,404,STORY,O Urso Polar Paulo e Naiara,pt,pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Empatia e Tolerância 💞|pt:Escolha dos Editores 🙌|pt:Histórias Informativas🔮|pt:Senso de Competição🥇🏆,O Urso Polar Paulo e Naiara,18,8,4,Nida Nur Küçük,H. Oliveira - Lynah Gouveia,Sümeyya Akyol,MATCHED,STORY-story-o-urso-polar-paulo-e-naiara-o-urso-polar-paulo-e-naiara
legacy-content-story-sonhos-lucidos,405,STORY,Sonhos Lúcidos,pt,pt:Ciência e Tecnologia 🌱:•.🧪|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Família e Amizade 🤗|pt:Solidariedade 🤝,Sonhos Lúcidos,13,4,3,Tuğçe Kaman Aslan,Giulia Oliveira,Cansu Küçükal,MATCHED,STORY-story-sonhos-lucidos-sonhos-lucidos
legacy-content-story-o-experimento-de-feijao-da-elena,406,STORY,O Experimento de Feijão da Elena,pt,pt:Ciência e Tecnologia 🌱:•.🧪|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Família e Amizade 🤗|pt:Solidariedade 🤝,O Experimento de Feijão da Elena,20,9,5,Elif Boyraz,Isabella Denelle,Elif Boyraz,MATCHED,STORY-story-o-experimento-de-feijao-da-elena-o-experimento-de-feijao-da-elena
legacy-content-story-feliz-por-viver,407,STORY,Feliz por Viver,pt,pt:Atividades e Diversão 🥳|pt:Consciência Emocional ✨|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Empatia e Tolerância 💞|pt:Família e Amizade 🤗|pt:Histórias Informativas🔮,Feliz por Viver,15,3,7,Biblioteca TellPal,Mickael Pecktor,Şevval Şahin,MATCHED,STORY-story-feliz-por-viver-feliz-por-viver
legacy-content-story-elma-agac-m-ve-ben,444,STORY,Elma Ağacım ve Ben,tr,tr:Duygusal Farkındalık ✨|tr:Ebeveynlerin Favorileri ❤️|tr:Empati ve Hoşgörü 💞|tr:Sesli Kitaplar 🎧|tr:Yepyeni Hikayeler ⭐|tr:Öğretici Hikayeler 🔮,Elma Ağacım ve Ben,17,6,4,Nida Nur Küçük,Büşra Lüleci Oldaç,Hilal Yılmaz,MATCHED,STORY-story-elma-agac-m-ve-ben-elma-agac-m-ve-ben
legacy-content-story-my-apple-tree-and-me,445,STORY,My Apple Tree and Me,en|pt|tr,en:Brand New Stories⭐|en:Editors' Pick 🙌|en:Emotional Awareness ✨|en:Empathy and Tolerance 💞|en:Informative Stories 🔮|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,My Apple Tree and Me,17,6,4,Nida Nur Küçük,Mariah Kerr,Hilal Yılmaz,MATCHED,STORY-story-my-apple-tree-and-me-my-apple-tree-and-me
legacy-content-story-minha-macirerira-e-eu,446,STORY,Minha Macirerira e Eu,pt,pt:Consciência Emocional ✨|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Empatia e Tolerância 💞|pt:Escolha dos Editores 🙌|pt:Histórias Informativas🔮,Minha Macirerira e Eu,17,6,4,Nida Nur Küçük,Mariana Sayuri,Hilal Yılmaz,MATCHED,STORY-story-minha-macirerira-e-eu-minha-macirerira-e-eu
legacy-content-story-a-no-rush-journey,447,STORY,A No-Rush Journey,en|tr,en:Brand New Stories⭐|en:Editors' Pick 🙌|en:Emotional Awareness ✨|en:Empathy and Tolerance 💞|tr:İngilizce Hikayeler 🌎,A No-Rush Journey,16,7,6,Hale Çıvkın,Jenica Domanico,Kübra Uslular Demir,MATCHED,STORY-story-a-no-rush-journey-a-no-rush-journey
legacy-content-story-acelesiz-bir-yolculuk,448,STORY,Acelesiz Bir Yolculuk,tr,tr:Duygusal Farkındalık ✨|tr:Ebeveynlerin Favorileri ❤️|tr:Sesli Kitaplar 🎧|tr:Yepyeni Hikayeler ⭐|tr:Öğretici Hikayeler 🔮,Acelesiz Bir Yolculuk,16,6,6,Hale Çıvkın,Ebru Tinçer,Kübra Uslular Demir,MATCHED,STORY-story-acelesiz-bir-yolculuk-acelesiz-bir-yolculuk
legacy-content-meditation-faca-um-pedido-a-uma-estrela-brilhante,449,MEDITATION,Faça um Pedido a uma Estrela Brilhante,pt,pt:Meditação 🧘🍃,Faça um Pedido a uma Estrela Brilhante,1,8,3,Athena Amhurst,Lynah Gouveia,,MATCHED,MEDITATION-meditation-faca-um-pedido-a-uma-estrela-brilhante-faca-um-pedido-a-uma-estrela-brilhante
legacy-content-meditation-levante-e-brilhe,450,MEDITATION,Levante e Brilhe,pt,pt:Meditação 🧘🍃,Levante e Brilhe,1,5,3,Athena Amhurst,Horieber Oliveira,,MATCHED,MEDITATION-meditation-levante-e-brilhe-levante-e-brilhe
legacy-content-meditation-vamos-explorar-o-prado-magico,451,MEDITATION,Vamos Explorar o Prado Mágico,pt,pt:Meditação 🧘🍃,Vamos Explorar o Prado Mágico,1,10,3,Athena Amhurst,Horieber Oliveira,,MATCHED,MEDITATION-meditation-vamos-explorar-o-prado-magico-vamos-explorar-o-prado-magico
legacy-content-meditation-eu-vejo-um-arco-iris,452,MEDITATION,Eu Vejo um Arco-Íris,pt,pt:Meditação 🧘🍃,Eu Vejo um Arco-Íris,1,5,3,Athena Amhurst,Lynah Gouveia,,MATCHED,MEDITATION-meditation-eu-vejo-um-arco-iris-eu-vejo-um-arco-iris
legacy-content-meditation-eu-e-meu-melhor-amigo,453,MEDITATION,Eu e Meu Melhor Amigo,pt,pt:Meditação 🧘🍃,Eu e Meu Melhor Amigo,1,7,3,Athena Amhurst,Horieber Oliveira,,MATCHED,MEDITATION-meditation-eu-e-meu-melhor-amigo-eu-e-meu-melhor-amigo
legacy-content-story-bolota-e-a-semente-de-girassol,454,STORY,Bolota e a Semente de Girassol,pt,pt:Descubra a Biblioteca 🕵🏻‍♂️,Bolota e a Semente de Girassol,10,5,4,Biblioteca TellPal,H. Oliveira - L. Gouveia,Cansu Küçükal,MATCHED,STORY-story-bolota-e-a-semente-de-girassol-bolota-e-a-semente-de-girassol
legacy-content-story-o-topo-da-grande-montanha,455,STORY,O Topo da Grande Montanha,pt,pt:Confiança e Coragem 💪|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Histórias Informativas🔮|pt:Histórias Para Dormir 😴🌙🛏️|pt:Mais Populares ❤️,O Topo da Grande Montanha,14,6,5,Biblioteca TellPal,Edgar Borelli,Cansu Küçükal,MATCHED,STORY-story-o-topo-da-grande-montanha-o-topo-da-grande-montanha
legacy-content-story-onde-esta-a-cenoura,456,STORY,Onde Está a Cenoura,pt,pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Família e Amizade 🤗|pt:Solidariedade 🤝,Onde Está a Cenoura,20,6,7,Nida Nur Küçük,Jimmy Kling,Şevval Şahin,MATCHED,STORY-story-onde-esta-a-cenoura-onde-esta-a-cenoura
legacy-content-story-uma-jornada-sem-pressa,457,STORY,Uma Jornada Sem Pressa,pt,pt:Consciência Emocional ✨|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Empatia e Tolerância 💞|pt:Nossa Natureza e Vida,Uma Jornada Sem Pressa,16,8,6,Hale Çıvkın,Giulia Oliveira,Kübra Uslular Demir,MATCHED,STORY-story-uma-jornada-sem-pressa-uma-jornada-sem-pressa
legacy-content-story-os-sueteres-de-arco-iris,458,STORY,Os Suéteres de Arco-Íris,pt,pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Empatia e Tolerância 💞,Os Suéteres de Arco-Íris,14,4,3,Zeynep Çokran,Mickael Pecktor,Cansu Küçükal,MATCHED,STORY-story-os-sueteres-de-arco-iris-os-sueteres-de-arco-iris
legacy-content-story-enes-brokolisini-paylasmak-istiyor,459,STORY,Enes Brokolisini Paylaşmak İstiyor,tr,tr:Aile ve Arkadaşlık 🤗|tr:Duygusal Farkındalık ✨|tr:Paylaşma ve İş Birliği 🤝|tr:Sesli Kitaplar 🎧|tr:Sihirli Kelimeler🧙✨🎩|tr:Yepyeni Hikayeler ⭐,Enes Brokolisini Paylaşmak İstiyor,22,7,4,Tuğçe Öztürk,Büşra Lüleci Oldaç,Sümeyya Akyol,MATCHED,STORY-story-enes-brokolisini-paylasmak-istiyor-enes-brokolisini-paylasmak-istiyor
legacy-content-story-en-guclu-kim,460,STORY,En Güçlü Kim,tr,tr:Empati ve Hoşgörü 💞|tr:Rekabeti Öğrenme 🥇🏆|tr:Sesli Kitaplar 🎧|tr:Sihirli Kelimeler🧙✨🎩|tr:Yepyeni Hikayeler ⭐|tr:Öz Güven ve Cesaret 💪,En Güçlü Kim,26,8,4,Özgün TellPal Kütüphanesi,Ebru Tinçer,Elif Boyraz,MATCHED,STORY-story-en-guclu-kim-en-guclu-kim
legacy-content-story-evan-wants-to-share-his-broccoli,461,STORY,Evan Wants to Share His Broccoli,en|pt|tr,en:Brand New Stories⭐|en:Family and Friendship 🤗|en:Magic Words 🧙✨🎩|en:Mothers' Favorites ❤️|en:Sharing and Cooperation 🤝|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Evan Wants to Share His Broccoli,22,7,4,Tuğçe Öztürk,Jenica Domanico,Sümeyya Akyol,MATCHED,STORY-story-evan-wants-to-share-his-broccoli-evan-wants-to-share-his-broccoli
legacy-content-story-who-is-strongest,462,STORY,Who Is Strongest,en|pt|tr,en:Brand New Stories⭐|en:Editors' Pick 🙌|en:Empathy and Tolerance 💞|en:Magic Words 🧙✨🎩|en:Sense of Competition 🥇🏆|en:Sharing and Cooperation 🤝|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Who Is Strongest,26,7,4,TellPal Library,Mariah Kerr,Elif Boyraz,MATCHED,STORY-story-who-is-strongest-who-is-strongest
legacy-content-story-quem-e-o-mais-forte,463,STORY,Quem é o Mais Forte,pt,pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Empatia e Tolerância 💞|pt:Mais Populares ❤️|pt:Palavras Mágicas 🧙✨🎩|pt:Senso de Competição🥇🏆,Quem é o Mais Forte,26,8,4,Biblioteca TellPal,Mickael Pecktor,Elif Boyraz,MATCHED,STORY-story-quem-e-o-mais-forte-quem-e-o-mais-forte
legacy-content-story-uma-jornada-para-neonova,464,STORY,Uma Jornada para Neonova,pt,pt:Ciência e Tecnologia 🌱:•.🧪|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Família e Amizade 🤗|pt:Palavras Mágicas 🧙✨🎩|pt:Solidariedade 🤝,Uma Jornada para Neonova,21,8,4,Biblioteca TellPal,Horieber Oliveira,Kübra Uslular Demir,MATCHED,STORY-story-uma-jornada-para-neonova-uma-jornada-para-neonova
legacy-content-story-a-floresta-esmeralda,466,STORY,A Floresta Esmeralda,pt,pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Histórias Para Dormir 😴🌙🛏️|pt:Palavras Mágicas 🧙✨🎩,A Floresta Esmeralda,18,7,4,Biblioteca TellPal,Giulia Oliveira,Hilal Yılmaz,MATCHED,STORY-story-a-floresta-esmeralda-a-floresta-esmeralda
legacy-content-story-eduardo-quer-dividir-seu-brocolis,467,STORY,Eduardo Quer Dividir Seu Brocolis,pt,pt:Atividades e Diversão 🥳|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Empatia e Tolerância 💞|pt:Família e Amizade 🤗|pt:Palavras Mágicas 🧙✨🎩|pt:Solidariedade 🤝,Eduardo Quer Dividir Seu Brocolis,22,8,4,Tuğçe Öztürk,Lynah Gouveia,Sümeyya Akyol,MATCHED,STORY-story-eduardo-quer-dividir-seu-brocolis-eduardo-quer-dividir-seu-brocolis
legacy-content-story-neonova-sehrine-yolculuk,468,STORY,Neonova Şehrine Yolculuk,tr,tr:Duygusal Farkındalık ✨|tr:Ebeveynlerin Favorileri ❤️|tr:Sesli Kitaplar 🎧|tr:Sihirli Kelimeler🧙✨🎩|tr:Yepyeni Hikayeler ⭐|tr:Öz Güven ve Cesaret 💪,Neonova Şehrine Yolculuk,21,9,4,Özgün TellPal Kütüphanesi,Eren Coşan,Kübra Uslular Demir,MATCHED,STORY-story-neonova-sehrine-yolculuk-neonova-sehrine-yolculuk
legacy-content-story-a-journey-to-neonova,470,STORY,A Journey to Neonova,en|pt,en:Brand New Stories⭐|en:Editors' Pick 🙌|en:Imagination and Creativity 💫|en:Magic Words 🧙✨🎩|en:Science  🌱:•.🧪|pt:Histórias em Inglês 🇬🇧,A Journey to Neonova,21,9,4,TellPal Library,Christian Menza,Kübra Uslular Demir,MATCHED,STORY-story-a-journey-to-neonova-a-journey-to-neonova
legacy-content-story-zumrut-orman,471,STORY,Zümrüt Ormanı,tr,tr:Doğa ve Keşif💚🏕️🌿🌲🌳☘️|tr:Duygusal Farkındalık ✨|tr:Ebeveynlerin Favorileri ❤️|tr:Sesli Kitaplar 🎧|tr:Sihirli Kelimeler🧙✨🎩|tr:Yepyeni Hikayeler ⭐,Zümrüt Ormanı,18,7,4,Özgün TellPal Kütüphanesi,Büşra Lüleci Oldaç,Hilal Yılmaz,MATCHED,STORY-story-zumrut-orman-zumrut-orman
legacy-content-story-emerald-forest,472,STORY,Emerald Forest,en,en:Editors' Pick 🙌|en:Empathy and Tolerance 💞|en:Magic Words 🧙✨🎩,Emerald Forest,18,7,4,TellPal Library,Mariah Kerr,Hilal Yılmaz,MATCHED,STORY-story-emerald-forest-emerald-forest
legacy-content-story-kaan-satranc-ogreniyor,473,STORY,Kaan Satranç Öğreniyor,tr,tr:Ebeveynlerin Favorileri ❤️|tr:Problem Çözme Becerisi 🎯|tr:Rekabeti Öğrenme 🥇🏆|tr:Sesli Kitaplar 🎧|tr:Yepyeni Hikayeler ⭐|tr:Çocukların Favorileri 🙌,Kaan Satranç Öğreniyor,17,9,5,Özgün TellPal Kütüphanesi,Eren Coşan,Sümeyya Akyol,MATCHED,STORY-story-kaan-satranc-ogreniyor-kaan-satranc-ogreniyor
legacy-content-story-ethan-meets-chess,474,STORY,Ethan Meets Chess,en|pt|tr,en:Editors' Pick 🙌|en:Informative Stories 🔮|en:Mothers' Favorites ❤️|en:Problem Solving Skills 🎯|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Ethan Meets Chess,17,9,5,TellPal Library,Christian Menza,Sümeyya Akyol,MATCHED,STORY-story-ethan-meets-chess-ethan-meets-chess
legacy-content-story-dans-eden-kaplumbaga,475,STORY,Dans Eden Kaplumbağa,tr,tr:Hayal Gücü ve Yaratıcılık 💫|tr:Sihirli Kelimeler🧙✨🎩|tr:Yaza Merhaba🌞🏄|tr:Yepyeni Hikayeler ⭐|tr:Çocukların Favorileri 🙌|tr:Öz Güven ve Cesaret 💪,Dans Eden Kaplumbağa,22,8,4,Özgün TellPal Kütüphanesi,Ebru Tinçer,Elif Boyraz,MATCHED,STORY-story-dans-eden-kaplumbaga-dans-eden-kaplumbaga
legacy-content-story-edu-aprende-a-jogar-xadrez,476,STORY,Edu Aprende a Jogar Xadrez,pt,pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Família e Amizade 🤗|pt:Histórias Informativas🔮,Edu Aprende a Jogar Xadrez,17,10,5,Biblioteca TellPal,Horieber Oliveira,Sümeyya Akyol,MATCHED,STORY-story-edu-aprende-a-jogar-xadrez-edu-aprende-a-jogar-xadrez
legacy-content-story-a-tartaruga-dancarina,477,STORY,A Tartaruga Dançarina,pt,pt:Atividades e Diversão 🥳|pt:Consciência Emocional ✨|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Palavras Mágicas 🧙✨🎩,A Tartaruga Dançarina,22,8,4,Biblioteca TellPal,Lynah Gouveia,Elif Boyraz,MATCHED,STORY-story-a-tartaruga-dancarina-a-tartaruga-dancarina
legacy-content-story-tomas-fala-com-sua-sombra,478,STORY,Tomás Fala com Sua Sombra,pt,pt:Atividades e Diversão 🥳|pt:Consciência Emocional ✨|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Palavras Mágicas 🧙✨🎩,Tomás Fala com Sua Sombra,25,8,5,Biblioteca TellPal,Lynah Gouveia - H. Oliveira,Kübra Uslular Demir,MATCHED,STORY-story-tomas-fala-com-sua-sombra-tomas-fala-com-sua-sombra
legacy-content-story-golgesiyle-konusan-cocuk,479,STORY,Gölgesiyle Konuşan Çocuk,tr,tr:Bilim 🌱:•.🧪|tr:Sihirli Kelimeler🧙✨🎩|tr:Yaza Merhaba🌞🏄|tr:Yepyeni Hikayeler ⭐|tr:Çocukların Favorileri 🙌,Gölgesiyle Konuşan Çocuk,25,8,5,Özgün TellPal Kütüphanesi,Büşra Lüleci Oldaç,Kübra Uslular Demir,MATCHED,STORY-story-golgesiyle-konusan-cocuk-golgesiyle-konusan-cocuk
legacy-content-story-tony-talks-to-his-shadow,480,STORY,Tony Talks to His Shadow,en|pt|tr,en:Adventure Stories 🧭|en:Informative Stories 🔮|en:Magic Words 🧙✨🎩|en:Mothers' Favorites ❤️|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Tony Talks to His Shadow,25,8,5,TellPal Library,Jimmy Kling,Kübra Uslular Demir,MATCHED,STORY-story-tony-talks-to-his-shadow-tony-talks-to-his-shadow
legacy-content-story-the-dancing-turtle,481,STORY,The Dancing Turtle,en|pt|tr,en:Editors' Pick 🙌|en:Magic Words 🧙✨🎩|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,The Dancing Turtle,22,8,4,TellPal Library,Jenica Domanico,Elif Boyraz,MATCHED,STORY-story-the-dancing-turtle-the-dancing-turtle
legacy-content-story-y-ld-zlar-nereye-kayboluyor,489,STORY,Yıldızlar Nereye Kayboluyor,tr,tr:Aile ve Arkadaşlık 🤗|tr:Doğa ve Keşif💚🏕️🌿🌲🌳☘️|tr:Duygusal Farkındalık ✨|tr:Ebeveynlerin Favorileri ❤️|tr:Hayal Gücü ve Yaratıcılık 💫,Yıldızlar Nereye Kayboluyor,30,10,4,Nida Nur Küçük,Büşra Lüleci Oldaç,Sümeyya Akyol,MATCHED,STORY-story-y-ld-zlar-nereye-kayboluyor-y-ld-zlar-nereye-kayboluyor
legacy-content-story-para-onde-as-estrelas-desaparecem,490,STORY,Para Onde as Estrelas Desaparecem,pt,pt:Confiança e Coragem 💪|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Imaginação 💫,Para Onde as Estrelas Desaparecem,30,10,4,Nida Nur Küçük,Lynah Gouveia,Sümeyya Akyol,MATCHED,STORY-story-para-onde-as-estrelas-desaparecem-para-onde-as-estrelas-desaparecem
legacy-content-story-where-do-the-stars-disappear,491,STORY,Where Do the Stars Disappear,en|pt|tr,en:Editors' Pick 🙌|en:Empathy and Tolerance 💞|pt:Histórias em Inglês 🇬🇧|tr:Hayal Gücü ve Yaratıcılık 💫|tr:İngilizce Hikayeler 🌎,Where Do the Stars Disappear,30,10,4,Nida Nur Küçük,Mariah Kerr,Sümeyya Akyol,MATCHED,STORY-story-where-do-the-stars-disappear-where-do-the-stars-disappear
legacy-content-story-copa-do-deserto-rainha-das-areias,492,STORY,Copa do Deserto - Rainha das Areias,pt,pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Senso de Competição🥇🏆|pt:Solidariedade 🤝,Copa do Deserto - Rainha das Areias,23,10,4,Biblioteca TellPal,H. Oliveira - L. Gouveia,Kübra Uslular Demir,MATCHED,STORY-story-copa-do-deserto-rainha-das-areias-copa-do-deserto-rainha-das-areias
legacy-content-story-col-kupas-kumlar-n-kralicesi,493,STORY,Çöl Kupası - Kumların Kraliçesi,tr,tr:Ebeveynlerin Favorileri ❤️|tr:Paylaşma ve İş Birliği 🤝|tr:Rekabeti Öğrenme 🥇🏆|tr:Yaza Merhaba🌞🏄|tr:Öğretici Hikayeler 🔮,Çöl Kupası - Kumların Kraliçesi,23,9,4,Özgün TellPal Kütüphanesi,Eren Coşan,Kübra Uslular Demir,MATCHED,STORY-story-col-kupas-kumlar-n-kralicesi-col-kupas-kumlar-n-kralicesi
legacy-content-story-desert-cup-queen-of-the-sands,494,STORY,Desert Cup - Queen of the Sands,en|pt|tr,en:Editors' Pick 🙌|en:Empathy and Tolerance 💞|en:Informative Stories 🔮|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Desert Cup - Queen of the Sands,23,9,4,TellPal Library,Christian Menza,Kübra Uslular Demir,MATCHED,STORY-story-desert-cup-queen-of-the-sands-desert-cup-queen-of-the-sands
legacy-content-story-kucuk-z,495,STORY,Küçük Z,tr,tr:Aile ve Arkadaşlık 🤗|tr:Ebeveynlerin Favorileri ❤️|tr:Hayal Gücü ve Yaratıcılık 💫|tr:Yaza Merhaba🌞🏄|tr:Öğretici Hikayeler 🔮|tr:Şarkılarla Hikayeler 🎶,Küçük Z,18,6,4,Özge Kocakaya,Büşra Lüleci Oldaç,Akşın Bike,MATCHED,STORY-story-kucuk-z-kucuk-z
legacy-content-story-little-z,496,STORY,Little Z,en|pt|tr,en:Editors' Pick 🙌|en:Emotional Awareness ✨|en:Informative Stories 🔮|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Little Z,18,7,4,Özge Kocakaya,Mariah Kerr,Akşın Bike,MATCHED,STORY-story-little-z-little-z
legacy-content-story-pequeno-z,497,STORY,Pequeno Z,pt,pt:Consciência Emocional ✨|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Histórias com Músicas 🎶|pt:Resolvendo Problemas 🎯,Pequeno Z,18,7,4,Özge Kocakaya,Lynah Gouveia,Akşın Bike,MATCHED,STORY-story-pequeno-z-pequeno-z
legacy-content-story-eine-reise-ohne-eile,498,STORY,Eine Reise ohne Eile,de,de:Brandneue Geschichten ⭐|de:Die Favoriten der Eltern ❤️,Eine Reise ohne Eile,16,6,6,Hale Çıvkın,Ebru Tinçer,Kübra Uslular Demir,MATCHED,STORY-story-eine-reise-ohne-eile-eine-reise-ohne-eile
legacy-content-story-freundschaft-auf-der-insel-palmina-und-stachelchen,499,STORY,Freundschaft auf der Insel – Palmina und Stachelchen,de,de:Die Favoriten der Eltern ❤️,Freundschaft auf der Insel – Palmina und Stachelchen,18,4,4,Nil Akdoğan,Ebru Tinçer - Baran Tinçer,Cansu Küçükal,MATCHED,STORY-story-freundschaft-auf-der-insel-palmina-und-stachelchen-freundschaft-auf-der-insel-palmina-und-stachelchen
